series,nu,loglik_exact,nu_true,phi,c
Serie_3,2.7785234899328857,-1558.7460560922987,2.5,0.8,0.2
Serie_3,2.7973154362416106,-1559.107604858395,2.5,0.8,0.2
Serie_3,2.816107382550335,-1559.4844657741908,2.5,0.8,0.2
Serie_3,2.83489932885906,-1559.876541095475,2.5,0.8,0.2
Serie_3,2.853691275167785,-1560.2837340787883,2.5,0.8,0.2
Serie_3,2.87248322147651,-1560.7059489664305,2.5,0.8,0.2
Serie_3,2.891275167785235,-1561.1430909718217,2.5,0.8,0.2
Serie_3,2.91006711409396,-1561.5950662651528,2.5,0.8,0.2
Serie_3,2.9288590604026843,-1562.0617819593278,2.5,0.8,0.2
Serie_3,2.9476510067114092,-1562.5431460962038,2.5,0.8,0.2
Serie_3,2.9664429530201337,-1563.0390676330885,2.5,0.8,0.2
Serie_3,2.9852348993288587,-1563.5494564295325,2.5,0.8,0.2
Serie_3,3.0040268456375836,-1564.0742232343748,2.5,0.8,0.2
Serie_3,3.0228187919463085,-1564.6132796730387,2.5,0.8,0.2
Serie_3,3.0416107382550335,-1565.1665382350952,2.5,0.8,0.2
Serie_3,3.0604026845637584,-1565.7339122620451,2.5,0.8,0.2
Serie_3,3.0791946308724834,-1566.3153159353724,2.5,0.8,0.2
Serie_3,3.097986577181208,-1566.9106642647914,2.5,0.8,0.2
Serie_3,3.116778523489933,-1567.5198730767472,2.5,0.8,0.2
Serie_3,3.1355704697986573,-1568.1428590031244,2.5,0.8,0.2
Serie_3,3.154362416107382,-1568.7795394701666,2.5,0.8,0.2
Serie_3,3.173154362416107,-1569.4298326876124,2.5,0.8,0.2
Serie_3,3.191946308724832,-1570.0936576380348,2.5,0.8,0.2
Serie_3,3.210738255033557,-1570.7709340663657,2.5,0.8,0.2
Serie_3,3.229530201342282,-1571.461582469634,2.5,0.8,0.2
Serie_3,3.248322147651007,-1572.165524086876,2.5,0.8,0.2
Serie_3,3.267114093959731,-1572.8826808892443,2.5,0.8,0.2
Serie_3,3.285906040268456,-1573.6129755702798,2.5,0.8,0.2
Serie_3,3.304697986577181,-1574.356331536365,2.5,0.8,0.2
Serie_3,3.3234899328859058,-1575.1126728973718,2.5,0.8,0.2
Serie_3,3.3422818791946307,-1575.8819244574333,2.5,0.8,0.2
Serie_3,3.3610738255033556,-1576.6640117059203,2.5,0.8,0.2
Serie_3,3.3798657718120806,-1577.4588608085332,2.5,0.8,0.2
Serie_3,3.3986577181208055,-1578.2663985986214,2.5,0.8,0.2
Serie_3,3.4174496644295296,-1579.0865525685613,2.5,0.8,0.2
Serie_3,3.4362416107382545,-1579.919250861365,2.5,0.8,0.2
Serie_3,3.4550335570469795,-1580.76442226238,2.5,0.8,0.2
Serie_3,3.4738255033557044,-1581.621996191164,2.5,0.8,0.2
Serie_3,3.4926174496644293,-1582.4919026934829,2.5,0.8,0.2
Serie_3,3.5114093959731543,-1583.3740724334532,2.5,0.8,0.2
Serie_3,3.530201342281879,-1584.2684366858034,2.5,0.8,0.2
Serie_3,3.548993288590604,-1585.1749273282742,2.5,0.8,0.2
Serie_3,3.567785234899328,-1586.0934768341633,2.5,0.8,0.2
Serie_3,3.586577181208053,-1587.0240182649586,2.5,0.8,0.2
Serie_3,3.605369127516778,-1587.9664852631163,2.5,0.8,0.2
Serie_3,3.624161073825503,-1588.9208120449614,2.5,0.8,0.2
Serie_3,3.642953020134228,-1589.8869333936905,2.5,0.8,0.2
Serie_3,3.661744966442953,-1590.8647846524875,2.5,0.8,0.2
Serie_3,3.680536912751678,-1591.8543017177835,2.5,0.8,0.2
Serie_3,3.6993288590604028,-1592.8554210325638,2.5,0.8,0.2
Serie_3,3.7181208053691277,-1593.8680795798518,2.5,0.8,0.2
Serie_3,3.7369127516778518,-1594.8922148762522,2.5,0.8,0.2
Serie_3,3.7557046979865767,-1595.9277649656017,2.5,0.8,0.2
Serie_3,3.7744966442953016,-1596.974668412741,2.5,0.8,0.2
Serie_3,3.7932885906040266,-1598.0328642973627,2.5,0.8,0.2
Serie_3,3.8120805369127515,-1599.10229220797,2.5,0.8,0.2
Serie_3,3.8308724832214764,-1600.1828922359186,2.5,0.8,0.2
Serie_3,3.8496644295302014,-1601.2746049695681,2.5,0.8,0.2
Serie_3,3.8684563758389263,-1602.377371488508,2.5,0.8,0.2
Serie_3,3.8872483221476504,-1603.4911333578639,2.5,0.8,0.2
Serie_3,3.9060402684563753,-1604.6158326227362,2.5,0.8,0.2
Serie_3,3.9248322147651002,-1605.751411802654,2.5,0.8,0.2
Serie_3,3.943624161073825,-1606.8978138861871,2.5,0.8,0.2
Serie_3,3.96241610738255,-1608.0549823255787,2.5,0.8,0.2
Serie_3,3.981208053691275,-1609.2228610315071,2.5,0.8,0.2
Serie_3,4.0,-1610.401394367882,2.5,0.8,0.2
