T_used,RMSE_pf_vs_exact,MAE_pf_vs_exact,Bias_pf_vs_exact,MaxAbs_pf_vs_exact,RMSE_exact_vs_true,RMSE_pf_vs_true,N,serie
300,1.2185765989084203,0.8436847277297204,-0.0320855896887819,5.80011360970027,2.0392887665458894,2.2865039554143984,10,Serie_2
300,0.7148198159486824,0.5364343182130235,-0.15167943301955308,2.6691774394628993,2.0392887665458894,2.12440191762569,20,Serie_2
300,0.6341179954779383,0.4262378932864215,-0.10019728580090355,4.273066479979464,2.0392887665458894,2.119715353426056,30,Serie_2
300,0.5762877921542711,0.3544093448347484,-0.06851109772688105,4.278311882989218,2.0392887665458894,2.074215366028769,50,Serie_2
300,0.25938801612800194,0.19369916648272104,0.019331559165290505,1.1809034204034514,2.0392887665458894,2.0585994281463167,100,Serie_2
300,0.21061319398839465,0.14547247032424673,0.006343114691162494,0.9629317561095405,2.0392887665458894,2.0391439999437253,200,Serie_2
300,0.152823606384746,0.11166192170798486,0.006960268784144832,0.7065268833649974,2.0392887665458894,2.030934379489654,400,Serie_2
300,0.15298732861548264,0.09573771081184251,-0.005100105246017328,1.3509234088281747,2.0392887665458894,2.057505215344968,500,Serie_2
300,0.12433243082060232,0.06793546474208813,-0.008722959104625958,1.4511999690068258,2.0392887665458894,2.048671220140656,1000,Serie_2
