series,phi,N,rep,loglik_pf,phi_true,nu,c
Serie_2,0.7414177215189873,100,7,-2179.2764557164287,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,8,-2182.2404734557585,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,9,-2174.6555272000282,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,10,-2181.453520312651,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,11,-2183.7844643940157,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,12,-2183.5570684135687,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,13,-2179.8270878164017,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,14,-2179.5652159563538,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,15,-2178.0487128908503,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,16,-2176.0188236402064,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,17,-2181.8210078353254,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,18,-2180.0705264162807,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,19,-2185.5371522071723,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,20,-2184.36461925231,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,21,-2173.2705430270566,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,22,-2177.905384121496,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,23,-2180.13960483465,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,24,-2180.0883522124186,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,25,-2176.980551158581,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,26,-2177.5593156927603,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,27,-2177.0601484200147,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,28,-2182.5535680623543,0.8,3.0,0.4
Serie_2,0.7414177215189873,100,29,-2180.1520926323005,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,0,-2174.1846995097912,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,1,-2177.158487197013,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,2,-2177.212720605735,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,3,-2177.219387686224,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,4,-2183.286971744341,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,5,-2169.4550999654484,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,6,-2179.209681161411,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,7,-2177.5813399812623,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,8,-2182.913369446333,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,9,-2175.8958083555963,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,10,-2171.3878777687482,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,11,-2174.353158115847,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,12,-2178.3929750163056,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,13,-2178.4105611249843,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,14,-2179.4575065932427,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,15,-2172.1674302929887,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,16,-2173.4678287829047,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,17,-2180.5752597079486,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,18,-2173.522235827352,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,19,-2177.031307722375,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,20,-2175.613988619767,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,21,-2174.6361173636906,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,22,-2177.912688282032,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,23,-2174.5268090106224,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,24,-2180.7119294005797,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,25,-2176.2894014586363,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,26,-2173.780350705869,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,27,-2177.620171527278,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,28,-2172.7719513584084,0.8,3.0,0.4
Serie_2,0.7464683544303797,100,29,-2177.410105282415,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,0,-2173.5225854418754,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,1,-2183.967934317718,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,2,-2172.624027157815,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,3,-2176.5211002004357,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,4,-2179.870562954695,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,5,-2177.4072222022273,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,6,-2176.31175498684,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,7,-2175.0742638591346,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,8,-2174.269785911712,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,9,-2175.2691516536365,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,10,-2176.1384975944693,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,11,-2181.0564978587304,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,12,-2172.273612056222,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,13,-2172.4399108904786,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,14,-2173.8115236075278,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,15,-2172.7807222622628,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,16,-2177.542741044936,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,17,-2173.160951673959,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,18,-2176.522950459154,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,19,-2173.560790502968,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,20,-2178.1193233752015,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,21,-2171.6399610593103,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,22,-2171.256013745578,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,23,-2176.764518550237,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,24,-2172.8638889219505,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,25,-2176.295539135348,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,26,-2175.9314058803234,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,27,-2171.124050817232,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,28,-2172.105210007528,0.8,3.0,0.4
Serie_2,0.7515189873417721,100,29,-2175.426416242937,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,0,-2172.2069874761637,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,1,-2170.980001126529,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,2,-2168.8406828040634,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,3,-2171.611969148586,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,4,-2177.366052072688,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,5,-2169.1750906784728,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,6,-2178.9538216400138,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,7,-2172.9281922398804,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,8,-2173.052872157805,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,9,-2172.1534476966103,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,10,-2179.041063244072,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,11,-2172.3588976116625,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,12,-2167.405722620517,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,13,-2172.7515247776178,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,14,-2171.542430158558,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,15,-2173.8998172621255,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,16,-2173.675435588348,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,17,-2175.535887641717,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,18,-2177.4444571310187,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,19,-2175.100345995699,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,20,-2172.8905609950048,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,21,-2164.656534667962,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,22,-2171.7029475205277,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,23,-2171.085409339548,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,24,-2175.6663919446746,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,25,-2174.355109335497,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,26,-2166.055891560626,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,27,-2174.0589410415,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,28,-2170.911234116975,0.8,3.0,0.4
Serie_2,0.7565696202531645,100,29,-2169.75053625889,0.8,3.0,0.4
Serie_2,0.761620253164557,100,0,-2169.5007454199376,0.8,3.0,0.4
Serie_2,0.761620253164557,100,1,-2167.202968049196,0.8,3.0,0.4
Serie_2,0.761620253164557,100,2,-2178.6037444338335,0.8,3.0,0.4
Serie_2,0.761620253164557,100,3,-2170.386532261826,0.8,3.0,0.4
Serie_2,0.761620253164557,100,4,-2177.02655620397,0.8,3.0,0.4
Serie_2,0.761620253164557,100,5,-2166.2521454918533,0.8,3.0,0.4
Serie_2,0.761620253164557,100,6,-2175.4847945801002,0.8,3.0,0.4
Serie_2,0.761620253164557,100,7,-2167.3754406344324,0.8,3.0,0.4
Serie_2,0.761620253164557,100,8,-2167.1406582305212,0.8,3.0,0.4
Serie_2,0.761620253164557,100,9,-2172.3927688717918,0.8,3.0,0.4
Serie_2,0.761620253164557,100,10,-2177.11133893499,0.8,3.0,0.4
Serie_2,0.761620253164557,100,11,-2170.6914705214194,0.8,3.0,0.4
Serie_2,0.761620253164557,100,12,-2175.796443760663,0.8,3.0,0.4
Serie_2,0.761620253164557,100,13,-2173.3686886745636,0.8,3.0,0.4
Serie_2,0.761620253164557,100,14,-2170.7769429791365,0.8,3.0,0.4
Serie_2,0.761620253164557,100,15,-2171.859186263158,0.8,3.0,0.4
Serie_2,0.761620253164557,100,16,-2167.1111504775017,0.8,3.0,0.4
Serie_2,0.761620253164557,100,17,-2171.948164034163,0.8,3.0,0.4
Serie_2,0.761620253164557,100,18,-2172.4318603399743,0.8,3.0,0.4
Serie_2,0.761620253164557,100,19,-2173.5114639775934,0.8,3.0,0.4
Serie_2,0.761620253164557,100,20,-2171.841080415774,0.8,3.0,0.4
Serie_2,0.761620253164557,100,21,-2169.363060700075,0.8,3.0,0.4
Serie_2,0.761620253164557,100,22,-2167.8296538975133,0.8,3.0,0.4
Serie_2,0.761620253164557,100,23,-2165.5571582296493,0.8,3.0,0.4
Serie_2,0.761620253164557,100,24,-2173.514646669612,0.8,3.0,0.4
Serie_2,0.761620253164557,100,25,-2176.356210456824,0.8,3.0,0.4
Serie_2,0.761620253164557,100,26,-2167.1044400629626,0.8,3.0,0.4
Serie_2,0.761620253164557,100,27,-2169.646019434238,0.8,3.0,0.4
Serie_2,0.761620253164557,100,28,-2167.586906277766,0.8,3.0,0.4
Serie_2,0.761620253164557,100,29,-2174.3551451182975,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,0,-2168.490975863398,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,1,-2166.0067032690604,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,2,-2173.729121649362,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,3,-2171.541835146476,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,4,-2170.612005731127,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,5,-2167.9767279543084,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,6,-2173.6019183393505,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,7,-2172.3880165527758,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,8,-2165.840214811419,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,9,-2166.8572679547206,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,10,-2170.126885408358,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,11,-2170.4482114129178,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,12,-2166.795372455316,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,13,-2161.0576329578,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,14,-2171.4360121956265,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,15,-2177.434512291639,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,16,-2169.8281732659343,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,17,-2168.6460975610908,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,18,-2168.5095037415863,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,19,-2168.295657480488,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,20,-2172.295699886628,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,21,-2171.063289574969,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,22,-2167.5764657530767,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,23,-2175.7851604874695,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,24,-2165.048538305605,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,25,-2169.2773988642025,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,26,-2175.3724534570997,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,27,-2170.174645795132,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,28,-2166.9240740735645,0.8,3.0,0.4
Serie_2,0.7666708860759494,100,29,-2173.5938795940415,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,0,-2168.7370173057257,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,1,-2169.56873535216,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,2,-2170.6820637658484,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,3,-2164.467696861633,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,4,-2163.7374699414277,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,5,-2170.4103102572526,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,6,-2170.1690903389567,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,7,-2164.359262848302,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,8,-2169.7215647110224,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,9,-2174.7108226274986,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,10,-2166.245846818854,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,11,-2169.9330079850833,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,12,-2165.0021408150706,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,13,-2168.12854563788,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,14,-2171.9811495831536,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,15,-2165.0072787509653,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,16,-2178.938116562014,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,17,-2171.544361479913,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,18,-2167.486970886902,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,19,-2173.176163018173,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,20,-2174.3259900271737,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,21,-2166.6109585424897,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,22,-2172.254944088684,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,23,-2167.0061026530516,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,24,-2171.349883045106,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,25,-2173.2859559697245,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,26,-2168.233562593562,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,27,-2166.279958353269,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,28,-2169.3766754723183,0.8,3.0,0.4
Serie_2,0.7717215189873418,100,29,-2170.016105706171,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,0,-2167.174870727476,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,1,-2170.873476839511,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,2,-2165.7058819025797,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,3,-2165.2511563504277,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,4,-2173.1173055618706,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,5,-2166.0643137092466,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,6,-2164.722991158748,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,7,-2170.0372304684543,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,8,-2174.449299846688,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,9,-2167.8963714016163,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,10,-2165.519108443217,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,11,-2163.7215620843435,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,12,-2175.0133284390035,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,13,-2169.652954836894,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,14,-2169.6609221490385,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,15,-2175.107143297816,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,16,-2167.7055146570247,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,17,-2169.106561674156,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,18,-2170.395037045355,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,19,-2170.563278583043,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,20,-2167.014301930654,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,21,-2170.788935261375,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,22,-2167.470673285519,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,23,-2168.3219278732195,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,24,-2164.0934251856024,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,25,-2161.5919718882633,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,26,-2170.121900204708,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,27,-2168.785107847334,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,28,-2172.8470653601285,0.8,3.0,0.4
Serie_2,0.7767721518987342,100,29,-2167.650588419217,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,0,-2167.339085129216,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,1,-2166.967617258989,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,2,-2167.4748671607754,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,3,-2165.055055869646,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,4,-2168.8796752740072,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,5,-2169.806547305198,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,6,-2162.248279522173,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,7,-2168.9846909377256,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,8,-2169.775380593406,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,9,-2169.154136692454,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,10,-2166.3592547907547,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,11,-2167.205519284784,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,12,-2167.2596549979157,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,13,-2170.850481294831,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,14,-2174.109307060621,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,15,-2166.2180033561854,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,16,-2166.1845074286935,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,17,-2171.2964579629465,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,18,-2167.86754187484,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,19,-2164.714589926395,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,20,-2164.9590519041326,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,21,-2161.8770094908427,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,22,-2164.967284972463,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,23,-2166.177639403997,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,24,-2175.7583272673073,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,25,-2166.858780143548,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,26,-2166.0262626100352,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,27,-2172.6601555942484,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,28,-2172.09711605186,0.8,3.0,0.4
Serie_2,0.7818227848101266,100,29,-2164.945243435309,0.8,3.0,0.4
Serie_2,0.786873417721519,100,0,-2166.620596645045,0.8,3.0,0.4
Serie_2,0.786873417721519,100,1,-2167.868327376883,0.8,3.0,0.4
Serie_2,0.786873417721519,100,2,-2166.164334074006,0.8,3.0,0.4
Serie_2,0.786873417721519,100,3,-2169.6464598072234,0.8,3.0,0.4
Serie_2,0.786873417721519,100,4,-2167.2154445137508,0.8,3.0,0.4
Serie_2,0.786873417721519,100,5,-2170.8282870721737,0.8,3.0,0.4
Serie_2,0.786873417721519,100,6,-2164.6114079336276,0.8,3.0,0.4
Serie_2,0.786873417721519,100,7,-2169.010701728939,0.8,3.0,0.4
Serie_2,0.786873417721519,100,8,-2166.0393293936613,0.8,3.0,0.4
Serie_2,0.786873417721519,100,9,-2170.5187864591485,0.8,3.0,0.4
Serie_2,0.786873417721519,100,10,-2168.671295380445,0.8,3.0,0.4
Serie_2,0.786873417721519,100,11,-2167.5468241195285,0.8,3.0,0.4
Serie_2,0.786873417721519,100,12,-2168.452923127301,0.8,3.0,0.4
Serie_2,0.786873417721519,100,13,-2163.921568557323,0.8,3.0,0.4
Serie_2,0.786873417721519,100,14,-2168.6618724131495,0.8,3.0,0.4
Serie_2,0.786873417721519,100,15,-2170.7540362338327,0.8,3.0,0.4
Serie_2,0.786873417721519,100,16,-2168.077564288232,0.8,3.0,0.4
Serie_2,0.786873417721519,100,17,-2166.1301453190563,0.8,3.0,0.4
Serie_2,0.786873417721519,100,18,-2169.2686534955787,0.8,3.0,0.4
Serie_2,0.786873417721519,100,19,-2166.700680834926,0.8,3.0,0.4
Serie_2,0.786873417721519,100,20,-2165.934670434012,0.8,3.0,0.4
Serie_2,0.786873417721519,100,21,-2170.351425802171,0.8,3.0,0.4
Serie_2,0.786873417721519,100,22,-2163.820161936479,0.8,3.0,0.4
Serie_2,0.786873417721519,100,23,-2168.1553165821183,0.8,3.0,0.4
Serie_2,0.786873417721519,100,24,-2169.5457608105894,0.8,3.0,0.4
Serie_2,0.786873417721519,100,25,-2169.4525830928947,0.8,3.0,0.4
Serie_2,0.786873417721519,100,26,-2170.2054013336174,0.8,3.0,0.4
Serie_2,0.786873417721519,100,27,-2164.7476822526696,0.8,3.0,0.4
Serie_2,0.786873417721519,100,28,-2168.2232614908394,0.8,3.0,0.4
Serie_2,0.786873417721519,100,29,-2170.491163803407,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,0,-2165.5061963824774,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,1,-2164.252063316375,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,2,-2173.128865618626,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,3,-2167.507554587186,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,4,-2166.2699514917895,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,5,-2174.3742031570223,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,6,-2169.0377478852142,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,7,-2168.620673735192,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,8,-2165.643386890828,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,9,-2164.3571803734994,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,10,-2167.8404834721678,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,11,-2171.4531063619393,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,12,-2165.2683337698645,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,13,-2164.3214164617584,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,14,-2165.539581252181,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,15,-2169.994192618545,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,16,-2164.654087794438,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,17,-2166.8266871976557,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,18,-2166.454727989065,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,19,-2167.2559151064584,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,20,-2167.8536079032992,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,21,-2167.3636930106577,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,22,-2163.6061608876653,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,23,-2168.159709835353,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,24,-2161.920604785398,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,25,-2166.392746545122,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,26,-2164.9244132937015,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,27,-2164.0714140604764,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,28,-2170.3110331157704,0.8,3.0,0.4
Serie_2,0.7919240506329114,100,29,-2169.257728263488,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,0,-2165.326566108957,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,1,-2166.5339265199045,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,2,-2170.4999544250936,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,3,-2170.0562990910676,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,4,-2164.780398668558,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,5,-2167.6873838463002,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,6,-2165.529299883581,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,7,-2162.3764724251214,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,8,-2167.2939355715534,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,9,-2163.7665967078756,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,10,-2167.1055085012513,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,11,-2162.370460984542,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,12,-2169.428408852724,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,13,-2162.9137976017864,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,14,-2163.7127838486713,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,15,-2167.562139111833,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,16,-2164.3461244437117,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,17,-2163.8802925493496,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,18,-2166.735230434576,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,19,-2167.921672534735,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,20,-2166.3183879745625,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,21,-2166.4740982578364,0.8,3.0,0.4
Serie_2,0.7969746835443038,100,22,-2171.9221970697386,0.8,3.0,0.4
