series,phi,N,rep,loglik_pf,phi_true,nu,c
Serie_1,0.9838481012658228,100,24,-2957.5588779834943,0.965,2.5,0.2
Serie_1,0.9838481012658228,100,25,-2958.668449468534,0.965,2.5,0.2
Serie_1,0.9838481012658228,100,26,-2962.261631337631,0.965,2.5,0.2
Serie_1,0.9838481012658228,100,27,-2958.4078726163666,0.965,2.5,0.2
Serie_1,0.9838481012658228,100,28,-2960.4763640002675,0.965,2.5,0.2
Serie_1,0.9838481012658228,100,29,-2956.5961416858336,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,0,-2960.1064318325043,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,1,-2962.7215439377987,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,2,-2960.853213567202,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,3,-2967.107655191603,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,4,-2967.480395916136,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,5,-2962.144253880469,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,6,-2965.975705266653,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,7,-2965.748540677942,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,8,-2963.4450818648515,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,9,-2967.0486989557317,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,10,-2959.34250483697,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,11,-2964.3114417055326,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,12,-2965.1080061244184,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,13,-2964.7604838264256,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,14,-2959.651341522096,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,15,-2963.3562535472115,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,16,-2970.1173909856525,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,17,-2955.6100815626805,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,18,-2961.9556839466213,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,19,-2968.544211546436,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,20,-2962.0221026244603,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,21,-2970.2175971037777,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,22,-2960.5834373033495,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,23,-2963.8895638148283,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,24,-2959.2670869699245,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,25,-2957.305581371545,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,26,-2963.2788839356676,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,27,-2968.62035247664,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,28,-2963.8389221436655,0.965,2.5,0.2
Serie_1,0.9888987341772152,100,29,-2965.108676035433,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,0,-2969.920489361151,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,1,-2978.36677609788,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,2,-2971.955918579055,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,3,-2968.02237739927,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,4,-2972.5494326676862,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,5,-2973.364667921598,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,6,-2963.7144594950905,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,7,-2972.471712524523,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,8,-2969.501979910988,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,9,-2966.8936726823054,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,10,-2971.836036384613,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,11,-2974.3713744732627,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,12,-2965.0481477800304,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,13,-2970.4556914934765,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,14,-2970.270900356579,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,15,-2971.4548028456234,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,16,-2976.213115717747,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,17,-2967.8694402335195,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,18,-2975.6853642614124,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,19,-2973.1413477331653,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,20,-2971.152221172316,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,21,-2970.8242062197705,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,22,-2966.4867418465337,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,23,-2975.9693722642974,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,24,-2974.597900922876,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,25,-2978.3171593406437,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,26,-2966.6252952207287,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,27,-2965.3926096759888,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,28,-2969.7976341210087,0.965,2.5,0.2
Serie_1,0.9939493670886076,100,29,-2976.9348613304974,0.965,2.5,0.2
Serie_1,0.999,100,0,-3041.782235297881,0.965,2.5,0.2
Serie_1,0.999,100,1,-3042.826462960646,0.965,2.5,0.2
Serie_1,0.999,100,2,-3071.651440530678,0.965,2.5,0.2
Serie_1,0.999,100,3,-2982.5127500478475,0.965,2.5,0.2
Serie_1,0.999,100,4,-2983.2530831051363,0.965,2.5,0.2
Serie_1,0.999,100,5,-2993.264664790068,0.965,2.5,0.2
Serie_1,0.999,100,6,-3165.2245552915674,0.965,2.5,0.2
Serie_1,0.999,100,7,-3040.9211828237467,0.965,2.5,0.2
Serie_1,0.999,100,8,-3021.819552342563,0.965,2.5,0.2
Serie_1,0.999,100,9,-3071.45431745274,0.965,2.5,0.2
Serie_1,0.999,100,10,-3231.383697294665,0.965,2.5,0.2
Serie_1,0.999,100,11,-3078.668653100983,0.965,2.5,0.2
Serie_1,0.999,100,12,-2974.3135463492217,0.965,2.5,0.2
Serie_1,0.999,100,13,-3066.2343368156476,0.965,2.5,0.2
Serie_1,0.999,100,14,-2990.9776934543356,0.965,2.5,0.2
Serie_1,0.999,100,15,-2983.4299617161882,0.965,2.5,0.2
Serie_1,0.999,100,16,-2996.422527454308,0.965,2.5,0.2
Serie_1,0.999,100,17,-3024.248075371754,0.965,2.5,0.2
Serie_1,0.999,100,18,-2971.774837871992,0.965,2.5,0.2
Serie_1,0.999,100,19,-3006.203869042398,0.965,2.5,0.2
Serie_1,0.999,100,20,-3005.400347020529,0.965,2.5,0.2
Serie_1,0.999,100,21,-3049.2576973538594,0.965,2.5,0.2
Serie_1,0.999,100,22,-3073.736265216976,0.965,2.5,0.2
Serie_1,0.999,100,23,-3016.069746489443,0.965,2.5,0.2
Serie_1,0.999,100,24,-3018.34545366969,0.965,2.5,0.2
Serie_1,0.999,100,25,-3006.9745488353906,0.965,2.5,0.2
Serie_1,0.999,100,26,-3009.1151745112384,0.965,2.5,0.2
Serie_1,0.999,100,27,-2982.822965523916,0.965,2.5,0.2
Serie_1,0.999,100,28,-2995.0185327885843,0.965,2.5,0.2
Serie_1,0.999,100,29,-3076.6959421627503,0.965,2.5,0.2
Serie_1,0.6,200,0,-7270.185299159032,0.965,2.5,0.2
Serie_1,0.6,200,1,-7260.723810238478,0.965,2.5,0.2
Serie_1,0.6,200,2,-7270.939909581344,0.965,2.5,0.2
Serie_1,0.6,200,3,-7285.9617148606385,0.965,2.5,0.2
Serie_1,0.6,200,4,-7358.628858626569,0.965,2.5,0.2
Serie_1,0.6,200,5,-7348.604600507664,0.965,2.5,0.2
Serie_1,0.6,200,6,-7178.860886725475,0.965,2.5,0.2
Serie_1,0.6,200,7,-7207.9700330986425,0.965,2.5,0.2
Serie_1,0.6,200,8,-7256.72503564077,0.965,2.5,0.2
Serie_1,0.6,200,9,-7442.857462213311,0.965,2.5,0.2
Serie_1,0.6,200,10,-7335.243184455206,0.965,2.5,0.2
Serie_1,0.6,200,11,-7213.626230638325,0.965,2.5,0.2
Serie_1,0.6,200,12,-7321.064092966323,0.965,2.5,0.2
Serie_1,0.6,200,13,-7233.926906140066,0.965,2.5,0.2
Serie_1,0.6,200,14,-7363.110258054979,0.965,2.5,0.2
Serie_1,0.6,200,15,-7239.63324657833,0.965,2.5,0.2
Serie_1,0.6,200,16,-7203.824837866814,0.965,2.5,0.2
Serie_1,0.6,200,17,-7292.07798396615,0.965,2.5,0.2
Serie_1,0.6,200,18,-7310.819001831148,0.965,2.5,0.2
Serie_1,0.6,200,19,-7254.56331178453,0.965,2.5,0.2
Serie_1,0.6,200,20,-7316.002487236468,0.965,2.5,0.2
Serie_1,0.6,200,21,-7244.054911254304,0.965,2.5,0.2
Serie_1,0.6,200,22,-7142.993430877243,0.965,2.5,0.2
Serie_1,0.6,200,23,-7209.26595001765,0.965,2.5,0.2
Serie_1,0.6,200,24,-7275.2487805965675,0.965,2.5,0.2
Serie_1,0.6,200,25,-7349.2491542443195,0.965,2.5,0.2
Serie_1,0.6,200,26,-7327.291838550155,0.965,2.5,0.2
Serie_1,0.6,200,27,-7205.3539041966005,0.965,2.5,0.2
Serie_1,0.6,200,28,-7234.09892643309,0.965,2.5,0.2
Serie_1,0.6,200,29,-7294.271188032351,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,0,-7012.965851806545,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,1,-7129.318049148191,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,2,-7122.454320653096,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,3,-7098.108690758637,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,4,-7059.8039119995565,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,5,-7210.856652469671,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,6,-7006.347981846951,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,7,-7105.76651494726,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,8,-7142.0130436279005,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,9,-7164.665282696209,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,10,-7168.933904024345,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,11,-7323.004931934481,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,12,-7027.134777878021,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,13,-7043.626620681087,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,14,-7090.062776794586,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,15,-7079.509398981969,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,16,-7286.45813068286,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,17,-7071.099827386049,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,18,-7086.789581022697,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,19,-7027.982955199858,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,20,-7184.752473694147,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,21,-7096.157668521806,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,22,-7110.034630107283,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,23,-7174.952605156644,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,24,-7093.255259854679,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,25,-7059.105158427702,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,26,-7331.786099393418,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,27,-7188.624632506838,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,28,-7161.551751550865,0.965,2.5,0.2
Serie_1,0.6050506329113924,200,29,-7170.437878057317,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,0,-6859.230304961162,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,1,-6980.629535069613,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,2,-6885.710622715444,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,3,-6937.493635564474,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,4,-6989.854879408775,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,5,-7068.32796260171,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,6,-6967.739605700181,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,7,-6880.194133516829,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,8,-6965.106146136543,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,9,-7016.872576025113,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,10,-6977.806943403976,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,11,-6942.322309912302,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,12,-7035.543858145565,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,13,-6975.931815249415,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,14,-7058.015133195407,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,15,-6942.250259086842,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,16,-7090.434640865349,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,17,-6999.653944338596,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,18,-6957.346208395442,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,19,-6928.541741535724,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,20,-6993.616874873253,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,21,-7006.187886999428,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,22,-7002.2480729311455,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,23,-6948.897564143868,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,24,-6912.383500729902,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,25,-7051.161570780169,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,26,-7046.145186194007,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,27,-7064.301504701902,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,28,-7027.626985965462,0.965,2.5,0.2
Serie_1,0.6101012658227848,200,29,-6897.022427625129,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,0,-6959.428569073125,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,1,-6883.787622819217,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,2,-6801.652372011169,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,3,-6905.25204325195,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,4,-6836.293589242667,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,5,-6820.986257239381,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,6,-6991.7540565254385,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,7,-7033.41633221255,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,8,-6923.476041621133,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,9,-6892.72427293193,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,10,-6681.889894004075,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,11,-6789.883356487153,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,12,-6881.128889120311,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,13,-6925.048248774623,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,14,-6831.323977215709,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,15,-6739.834824078494,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,16,-6900.438311962957,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,17,-6948.807308758357,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,18,-6833.12085428974,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,19,-6942.795701263676,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,20,-6808.325197111774,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,21,-7009.253044992932,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,22,-6894.163482462394,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,23,-6919.971601954302,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,24,-7018.712011714991,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,25,-6797.056260335558,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,26,-6931.704844721987,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,27,-6916.748210841605,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,28,-6960.716327572592,0.965,2.5,0.2
Serie_1,0.6151518987341772,200,29,-6884.861484908516,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,0,-6692.295456309957,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,1,-6793.42145250547,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,2,-6757.450925824082,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,3,-6858.124184411143,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,4,-6719.677351523708,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,5,-6876.020529907805,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,6,-6665.961151968263,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,7,-6852.643979376093,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,8,-6574.9548227763535,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,9,-6694.649035449812,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,10,-6723.489603784798,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,11,-6887.429668302448,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,12,-6687.388934033974,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,13,-6812.011440789309,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,14,-6798.871174030682,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,15,-6770.786698756011,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,16,-6768.164750849257,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,17,-6821.428092623404,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,18,-6777.197122063953,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,19,-6771.833151298922,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,20,-6721.436515633596,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,21,-6641.905428331421,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,22,-6797.160701906944,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,23,-6664.214955196363,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,24,-6727.471573002316,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,25,-6753.059722363572,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,26,-6765.71262452967,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,27,-6763.036364669642,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,28,-6722.740478987127,0.965,2.5,0.2
Serie_1,0.6202025316455696,200,29,-6783.437675399741,0.965,2.5,0.2
Serie_1,0.625253164556962,200,0,-6595.17738408093,0.965,2.5,0.2
Serie_1,0.625253164556962,200,1,-6660.746744120807,0.965,2.5,0.2
Serie_1,0.625253164556962,200,2,-6640.807641757755,0.965,2.5,0.2
Serie_1,0.625253164556962,200,3,-6637.885572794414,0.965,2.5,0.2
Serie_1,0.625253164556962,200,4,-6629.951472714222,0.965,2.5,0.2
Serie_1,0.625253164556962,200,5,-6657.17470726915,0.965,2.5,0.2
Serie_1,0.625253164556962,200,6,-6621.456367098688,0.965,2.5,0.2
Serie_1,0.625253164556962,200,7,-6738.119307469259,0.965,2.5,0.2
Serie_1,0.625253164556962,200,8,-6612.538410371523,0.965,2.5,0.2
Serie_1,0.625253164556962,200,9,-6620.69307896332,0.965,2.5,0.2
Serie_1,0.625253164556962,200,10,-6735.019671750291,0.965,2.5,0.2
Serie_1,0.625253164556962,200,11,-6578.434083559793,0.965,2.5,0.2
Serie_1,0.625253164556962,200,12,-6627.586110468207,0.965,2.5,0.2
Serie_1,0.625253164556962,200,13,-6568.065734175618,0.965,2.5,0.2
Serie_1,0.625253164556962,200,14,-6641.234957900058,0.965,2.5,0.2
Serie_1,0.625253164556962,200,15,-6515.341908541095,0.965,2.5,0.2
Serie_1,0.625253164556962,200,16,-6614.122352793829,0.965,2.5,0.2
Serie_1,0.625253164556962,200,17,-6700.524155135126,0.965,2.5,0.2
Serie_1,0.625253164556962,200,18,-6629.30876783064,0.965,2.5,0.2
Serie_1,0.625253164556962,200,19,-6657.866006312845,0.965,2.5,0.2
Serie_1,0.625253164556962,200,20,-6656.139845489408,0.965,2.5,0.2
Serie_1,0.625253164556962,200,21,-6542.985514077168,0.965,2.5,0.2
Serie_1,0.625253164556962,200,22,-6579.6735538480625,0.965,2.5,0.2
Serie_1,0.625253164556962,200,23,-6707.532165935838,0.965,2.5,0.2
Serie_1,0.625253164556962,200,24,-6548.769515344687,0.965,2.5,0.2
Serie_1,0.625253164556962,200,25,-6535.024888431906,0.965,2.5,0.2
Serie_1,0.625253164556962,200,26,-6623.5849246617445,0.965,2.5,0.2
Serie_1,0.625253164556962,200,27,-6497.687694358843,0.965,2.5,0.2
Serie_1,0.625253164556962,200,28,-6583.493052904481,0.965,2.5,0.2
Serie_1,0.625253164556962,200,29,-6587.2069403012265,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,0,-6478.072533023869,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,1,-6575.6880165997,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,2,-6602.239141250469,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,3,-6465.223964121085,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,4,-6413.056463257808,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,5,-6628.738222251026,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,6,-6479.209511778683,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,7,-6527.3541531585115,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,8,-6466.5887371622675,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,9,-6501.054837766341,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,10,-6603.989043774938,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,11,-6481.931392585914,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,12,-6435.536543317636,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,13,-6510.716893883945,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,14,-6449.964985948565,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,15,-6540.828533460689,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,16,-6515.347557783789,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,17,-6434.15465816812,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,18,-6546.631025638799,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,19,-6506.521842757997,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,20,-6420.481785459895,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,21,-6470.712533395271,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,22,-6528.089746398038,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,23,-6582.582525303193,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,24,-6395.739782357446,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,25,-6485.52194846834,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,26,-6484.045891071727,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,27,-6596.515280227359,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,28,-6494.334628621074,0.965,2.5,0.2
Serie_1,0.6303037974683544,200,29,-6540.615118927091,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,0,-6407.48124177527,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,1,-6322.656442896172,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,2,-6350.529039419717,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,3,-6369.4051175324885,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,4,-6348.0246552738045,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,5,-6307.0053327147925,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,6,-6409.082876678189,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,7,-6344.188494633003,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,8,-6293.290230218731,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,9,-6340.386357515268,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,10,-6318.588941619954,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,11,-6278.392991956877,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,12,-6394.439471552288,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,13,-6441.100371958521,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,14,-6306.475288774617,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,15,-6359.39204526244,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,16,-6361.587457305051,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,17,-6362.738308669949,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,18,-6424.264354502782,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,19,-6332.771214948714,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,20,-6350.5190176756405,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,21,-6424.8374902771475,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,22,-6300.0546640636785,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,23,-6417.676085494394,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,24,-6454.975357630906,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,25,-6395.424718446829,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,26,-6383.099455578032,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,27,-6421.404211539553,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,28,-6255.824246424409,0.965,2.5,0.2
Serie_1,0.6353544303797468,200,29,-6325.237054160352,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,0,-6267.136490102824,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,1,-6312.2045877470655,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,2,-6282.701102919242,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,3,-6195.96528390921,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,4,-6331.577163582957,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,5,-6178.770156569464,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,6,-6175.52545768706,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,7,-6201.178371730214,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,8,-6276.298822694548,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,9,-6173.495592322581,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,10,-6222.871027462987,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,11,-6281.3453896553,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,12,-6196.51921558174,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,13,-6230.5589605675805,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,14,-6301.190605120334,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,15,-6183.784883136137,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,16,-6274.714881256328,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,17,-6176.363524074627,0.965,2.5,0.2
Serie_1,0.6404050632911392,200,18,-6256.213583467794,0.965,2.5,0.2
