series,phi,loglik_exact,phi_true,nu,c
Serie_2,0.9649145728643216,-2270.0099314052436,0.8,3.0,0.4
Serie_2,0.9669195979899498,-2272.5754961413813,0.8,3.0,0.4
Serie_2,0.9689246231155779,-2275.1778953674298,0.8,3.0,0.4
Serie_2,0.970929648241206,-2277.8185256743673,0.8,3.0,0.4
Serie_2,0.9729346733668341,-2280.499085821577,0.8,3.0,0.4
Serie_2,0.9749396984924623,-2283.221655772731,0.8,3.0,0.4
Serie_2,0.9769447236180904,-2285.988792987355,0.8,3.0,0.4
Serie_2,0.9789497487437187,-2288.803640782367,0.8,3.0,0.4
Serie_2,0.9809547738693467,-2291.6700308199133,0.8,3.0,0.4
Serie_2,0.9829597989949749,-2294.5925389365498,0.8,3.0,0.4
Serie_2,0.984964824120603,-2297.5764216810385,0.8,3.0,0.4
Serie_2,0.9869698492462311,-2300.6273342603176,0.8,3.0,0.4
Serie_2,0.9889748743718594,-2303.7507449935642,0.8,3.0,0.4
Serie_2,0.9909798994974874,-2306.95106270633,0.8,3.0,0.4
Serie_2,0.9929849246231156,-2310.2306818086904,0.8,3.0,0.4
Serie_2,0.9949899497487438,-2313.589312569155,0.8,3.0,0.4
Serie_2,0.9969949748743718,-2317.0239231580276,0.8,3.0,0.4
Serie_2,0.999,-2320.5293348140735,0.8,3.0,0.4
Serie_3,0.6,-1639.0606699714888,0.8,2.5,0.2
Serie_3,0.6020050251256281,-1637.3448619640556,0.8,2.5,0.2
Serie_3,0.6040100502512563,-1635.6441880436278,0.8,2.5,0.2
Serie_3,0.6060150753768844,-1633.9587316675534,0.8,2.5,0.2
Serie_3,0.6080201005025125,-1632.2885762922947,0.8,2.5,0.2
Serie_3,0.6100251256281407,-1630.6338053664892,0.8,2.5,0.2
Serie_3,0.6120301507537689,-1628.9945023239648,0.8,2.5,0.2
Serie_3,0.6140351758793969,-1627.3707505766743,0.8,2.5,0.2
Serie_3,0.6160402010050251,-1625.7626335075413,0.8,2.5,0.2
Serie_3,0.6180452261306533,-1624.1702344632474,0.8,2.5,0.2
Serie_3,0.6200502512562814,-1622.5936367469676,0.8,2.5,0.2
Serie_3,0.6220552763819095,-1621.032923610975,0.8,2.5,0.2
Serie_3,0.6240603015075377,-1619.4881782492578,0.8,2.5,0.2
Serie_3,0.6260653266331658,-1617.9594837899865,0.8,2.5,0.2
Serie_3,0.628070351758794,-1616.44692328797,0.8,2.5,0.2
Serie_3,0.6300753768844221,-1614.950579717027,0.8,2.5,0.2
Serie_3,0.6320804020100502,-1613.470535962249,0.8,2.5,0.2
Serie_3,0.6340854271356784,-1612.0068748122717,0.8,2.5,0.2
Serie_3,0.6360904522613066,-1610.559678951423,0.8,2.5,0.2
Serie_3,0.6380954773869346,-1609.1290309518208,0.8,2.5,0.2
Serie_3,0.6401005025125628,-1607.7150132654147,0.8,2.5,0.2
Serie_3,0.642105527638191,-1606.3177082159734,0.8,2.5,0.2
Serie_3,0.6441105527638191,-1604.9371979909588,0.8,2.5,0.2
Serie_3,0.6461155778894472,-1603.5735646334203,0.8,2.5,0.2
Serie_3,0.6481206030150753,-1602.2268900337554,0.8,2.5,0.2
Serie_3,0.6501256281407035,-1600.8972559214533,0.8,2.5,0.2
Serie_3,0.6521306532663317,-1599.5847438567744,0.8,2.5,0.2
Serie_3,0.6541356783919597,-1598.289435222353,0.8,2.5,0.2
Serie_3,0.6561407035175879,-1597.0114112147862,0.8,2.5,0.2
Serie_3,0.6581457286432161,-1595.7507528361257,0.8,2.5,0.2
Serie_3,0.6601507537688442,-1594.5075408853359,0.8,2.5,0.2
Serie_3,0.6621557788944723,-1593.2818559497248,0.8,2.5,0.2
Serie_3,0.6641608040201005,-1592.073778396275,0.8,2.5,0.2
Serie_3,0.6661658291457286,-1590.883388362984,0.8,2.5,0.2
Serie_3,0.6681708542713568,-1589.71076575011,0.8,2.5,0.2
Serie_3,0.6701758793969849,-1588.555990211415,0.8,2.5,0.2
Serie_3,0.672180904522613,-1587.419141145337,0.8,2.5,0.2
Serie_3,0.6741859296482412,-1586.3002976861374,0.8,2.5,0.2
Serie_3,0.6761909547738694,-1585.1995386950005,0.8,2.5,0.2
Serie_3,0.6781959798994974,-1584.1169427511059,0.8,2.5,0.2
Serie_3,0.6802010050251256,-1583.0525881426715,0.8,2.5,0.2
Serie_3,0.6822060301507538,-1582.0065528579441,0.8,2.5,0.2
Serie_3,0.6842110552763819,-1580.9789145761858,0.8,2.5,0.2
Serie_3,0.68621608040201,-1579.96975065861,0.8,2.5,0.2
Serie_3,0.6882211055276382,-1578.9791381393147,0.8,2.5,0.2
Serie_3,0.6902261306532663,-1578.007153716173,0.8,2.5,0.2
Serie_3,0.6922311557788945,-1577.0538737417291,0.8,2.5,0.2
Serie_3,0.6942361809045225,-1576.1193742140408,0.8,2.5,0.2
Serie_3,0.6962412060301507,-1575.203730767542,0.8,2.5,0.2
Serie_3,0.6982462311557789,-1574.3070186638774,0.8,2.5,0.2
Serie_3,0.700251256281407,-1573.4293127827311,0.8,2.5,0.2
Serie_3,0.7022562814070352,-1572.5706876126474,0.8,2.5,0.2
Serie_3,0.7042613065326633,-1571.7312172418435,0.8,2.5,0.2
Serie_3,0.7062663316582914,-1570.9109753490434,0.8,2.5,0.2
Serie_3,0.7082713567839196,-1570.1100351942862,0.8,2.5,0.2
Serie_3,0.7102763819095477,-1569.328469609764,0.8,2.5,0.2
Serie_3,0.7122814070351758,-1568.5663509906628,0.8,2.5,0.2
Serie_3,0.714286432160804,-1567.823751285997,0.8,2.5,0.2
Serie_3,0.7162914572864322,-1567.100741989503,0.8,2.5,0.2
Serie_3,0.7182964824120603,-1566.3973941305221,0.8,2.5,0.2
Serie_3,0.7203015075376884,-1565.7137782648974,0.8,2.5,0.2
Serie_3,0.7223065326633166,-1565.0499644659446,0.8,2.5,0.2
Serie_3,0.7243115577889447,-1564.4060223154038,0.8,2.5,0.2
Serie_3,0.7263165829145728,-1563.7820208944727,0.8,2.5,0.2
Serie_3,0.728321608040201,-1563.1780287748422,0.8,2.5,0.2
Serie_3,0.7303266331658291,-1562.5941140097991,0.8,2.5,0.2
Serie_3,0.7323316582914573,-1562.0303441253866,0.8,2.5,0.2
Serie_3,0.7343366834170855,-1561.486786111591,0.8,2.5,0.2
Serie_3,0.7363417085427135,-1560.9635064136098,0.8,2.5,0.2
Serie_3,0.7383467336683417,-1560.4605709231905,0.8,2.5,0.2
Serie_3,0.7403517587939699,-1559.9780449699942,0.8,2.5,0.2
Serie_3,0.7423567839195979,-1559.5159933131063,0.8,2.5,0.2
Serie_3,0.7443618090452261,-1559.0744801325498,0.8,2.5,0.2
Serie_3,0.7463668341708543,-1558.6535690209607,0.8,2.5,0.2
Serie_3,0.7483718592964824,-1558.2533229752773,0.8,2.5,0.2
Serie_3,0.7503768844221106,-1557.8738043886003,0.8,2.5,0.2
Serie_3,0.7523819095477386,-1557.5150750421014,0.8,2.5,0.2
Serie_3,0.7543869346733668,-1557.1771960970657,0.8,2.5,0.2
Serie_3,0.756391959798995,-1556.8602280870682,0.8,2.5,0.2
Serie_3,0.758396984924623,-1556.5642309102386,0.8,2.5,0.2
Serie_3,0.7604020100502512,-1556.2892638216738,0.8,2.5,0.2
Serie_3,0.7624070351758794,-1556.0353854260006,0.8,2.5,0.2
Serie_3,0.7644120603015075,-1555.8026536700754,0.8,2.5,0.2
Serie_3,0.7664170854271357,-1555.5911258358267,0.8,2.5,0.2
Serie_3,0.7684221105527638,-1555.4008585332847,0.8,2.5,0.2
Serie_3,0.7704271356783919,-1555.2319076937627,0.8,2.5,0.2
Serie_3,0.7724321608040201,-1555.0843285632275,0.8,2.5,0.2
Serie_3,0.7744371859296482,-1554.9581756958637,0.8,2.5,0.2
Serie_3,0.7764422110552763,-1554.8535029478262,0.8,2.5,0.2
Serie_3,0.7784472361809045,-1554.770363471222,0.8,2.5,0.2
Serie_3,0.7804522613065327,-1554.7088097082953,0.8,2.5,0.2
Serie_3,0.7824572864321608,-1554.6688933858602,0.8,2.5,0.2
Serie_3,0.7844623115577889,-1554.65066550995,0.8,2.5,0.2
Serie_3,0.7864673366834171,-1554.6541763607765,0.8,2.5,0.2
Serie_3,0.7884723618090452,-1554.679475487902,0.8,2.5,0.2
Serie_3,0.7904773869346733,-1554.7266117057284,0.8,2.5,0.2
Serie_3,0.7924824120603016,-1554.7956330892664,0.8,2.5,0.2
Serie_3,0.7944874371859296,-1554.8865869702563,0.8,2.5,0.2
Serie_3,0.7964924623115578,-1554.999519933551,0.8,2.5,0.2
Serie_3,0.798497487437186,-1555.1344778139114,0.8,2.5,0.2
Serie_3,0.800502512562814,-1555.2915056931222,0.8,2.5,0.2
Serie_3,0.8025075376884422,-1555.470647897516,0.8,2.5,0.2
Serie_3,0.8045125628140704,-1555.6719479958822,0.8,2.5,0.2
Serie_3,0.8065175879396985,-1555.895448797817,0.8,2.5,0.2
Serie_3,0.8085226130653267,-1556.1411923524922,0.8,2.5,0.2
Serie_3,0.8105276381909547,-1556.4092199479487,0.8,2.5,0.2
Serie_3,0.8125326633165829,-1556.6995721107926,0.8,2.5,0.2
Serie_3,0.8145376884422111,-1557.0122886065344,0.8,2.5,0.2
Serie_3,0.8165427135678391,-1557.3474084403583,0.8,2.5,0.2
Serie_3,0.8185477386934673,-1557.7049698585827,0.8,2.5,0.2
Serie_3,0.8205527638190955,-1558.0850103506427,0.8,2.5,0.2
Serie_3,0.8225577889447236,-1558.487566651789,0.8,2.5,0.2
Serie_3,0.8245628140703518,-1558.912674746443,0.8,2.5,0.2
Serie_3,0.8265678391959799,-1559.3603698722943,0.8,2.5,0.2
Serie_3,0.828572864321608,-1559.8306865251623,0.8,2.5,0.2
Serie_3,0.8305778894472362,-1560.3236584646775,0.8,2.5,0.2
Serie_3,0.8325829145728643,-1560.8393187208499,0.8,2.5,0.2
Serie_3,0.8345879396984924,-1561.377699601529,0.8,2.5,0.2
Serie_3,0.8365929648241206,-1561.9388327008794,0.8,2.5,0.2
Serie_3,0.8385979899497488,-1562.522748908898,0.8,2.5,0.2
Serie_3,0.8406030150753769,-1563.129478422037,0.8,2.5,0.2
Serie_3,0.842608040201005,-1563.7590507550028,0.8,2.5,0.2
Serie_3,0.8446130653266332,-1564.4114947538812,0.8,2.5,0.2
Serie_3,0.8466180904522613,-1565.0868386105753,0.8,2.5,0.2
Serie_3,0.8486231155778894,-1565.7851098787264,0.8,2.5,0.2
Serie_3,0.8506281407035176,-1566.50633549117,0.8,2.5,0.2
Serie_3,0.8526331658291457,-1567.2505417791092,0.8,2.5,0.2
Serie_3,0.8546381909547738,-1568.0177544930618,0.8,2.5,0.2
Serie_3,0.8566432160804021,-1568.8079988257605,0.8,2.5,0.2
Serie_3,0.8586482412060301,-1569.6212994371435,0.8,2.5,0.2
Serie_3,0.8606532663316583,-1570.457680481598,0.8,2.5,0.2
Serie_3,0.8626582914572865,-1571.3171656376376,0.8,2.5,0.2
Serie_3,0.8646633165829145,-1572.1997781402486,0.8,2.5,0.2
Serie_3,0.8666683417085428,-1573.1055408160455,0.8,2.5,0.2
Serie_3,0.8686733668341708,-1574.0344761215872,0.8,2.5,0.2
Serie_3,0.870678391959799,-1574.9866061850228,0.8,2.5,0.2
Serie_3,0.8726834170854272,-1575.961952851445,0.8,2.5,0.2
Serie_3,0.8746884422110552,-1576.9605377322387,0.8,2.5,0.2
Serie_3,0.8766934673366834,-1577.9823822587937,0.8,2.5,0.2
Serie_3,0.8786984924623116,-1579.027507741031,0.8,2.5,0.2
Serie_3,0.8807035175879396,-1580.0959354311806,0.8,2.5,0.2
Serie_3,0.8827085427135679,-1581.1876865932943,0.8,2.5,0.2
Serie_3,0.884713567839196,-1582.3027825791326,0.8,2.5,0.2
Serie_3,0.8867185929648241,-1583.4412449110193,0.8,2.5,0.2
Serie_3,0.8887236180904523,-1584.6030953724323,0.8,2.5,0.2
Serie_3,0.8907286432160804,-1585.7883561071094,0.8,2.5,0.2
Serie_3,0.8927336683417085,-1586.9970497276345,0.8,2.5,0.2
Serie_3,0.8947386934673367,-1588.2291994345212,0.8,2.5,0.2
Serie_3,0.8967437185929648,-1589.484829147004,0.8,2.5,0.2
Serie_3,0.898748743718593,-1590.763963646906,0.8,2.5,0.2
Serie_3,0.9007537688442211,-1592.0666287370454,0.8,2.5,0.2
Serie_3,0.9027587939698493,-1593.3928514160548,0.8,2.5,0.2
Serie_3,0.9047638190954774,-1594.742660071553,0.8,2.5,0.2
Serie_3,0.9067688442211055,-1596.1160846940272,0.8,2.5,0.2
Serie_3,0.9087738693467337,-1597.5131571140537,0.8,2.5,0.2
Serie_3,0.9107788944723618,-1598.9339112660111,0.8,2.5,0.2
Serie_3,0.9127839195979899,-1600.3783834818105,0.8,2.5,0.2
Serie_3,0.9147889447236182,-1601.8466128188345,0.8,2.5,0.2
Serie_3,0.9167939698492462,-1603.3386414269355,0.8,2.5,0.2
Serie_3,0.9187989949748744,-1604.8545149601644,0.8,2.5,0.2
Serie_3,0.9208040201005026,-1606.3942830399353,0.8,2.5,0.2
Serie_3,0.9228090452261306,-1607.9579997774993,0.8,2.5,0.2
Serie_3,0.9248140703517588,-1609.545724365045,0.8,2.5,0.2
Serie_3,0.926819095477387,-1611.1575217465613,0.8,2.5,0.2
Serie_3,0.928824120603015,-1612.7934633816828,0.8,2.5,0.2
Serie_3,0.9308291457286433,-1614.4536281184753,0.8,2.5,0.2
Serie_3,0.9328341708542713,-1616.1381031942965,0.8,2.5,0.2
Serie_3,0.9348391959798995,-1617.8469853880704,0.8,2.5,0.2
Serie_3,0.9368442211055277,-1619.5803823522783,0.8,2.5,0.2
Serie_3,0.9388492462311557,-1621.3384141594522,0.8,2.5,0.2
Serie_3,0.9408542713567839,-1623.1212151060545,0.8,2.5,0.2
Serie_3,0.9428592964824121,-1624.9289358270148,0.8,2.5,0.2
Serie_3,0.9448643216080401,-1626.761745787425,0.8,2.5,0.2
Serie_3,0.9468693467336684,-1628.619836235322,0.8,2.5,0.2
Serie_3,0.9488743718592965,-1630.5034237218679,0.8,2.5,0.2
Serie_3,0.9508793969849246,-1632.4127543252719,0.8,2.5,0.2
Serie_3,0.9528844221105528,-1634.348108754293,0.8,2.5,0.2
Serie_3,0.9548894472361809,-1636.3098085608096,0.8,2.5,0.2
Serie_3,0.956894472361809,-1638.2982237635167,0.8,2.5,0.2
Serie_3,0.9588994974874372,-1640.313782284786,0.8,2.5,0.2
Serie_3,0.9609045226130652,-1642.3569817410619,0.8,2.5,0.2
Serie_3,0.9629095477386935,-1644.4284043206183,0.8,2.5,0.2
Serie_3,0.9649145728643216,-1646.5287357530317,0.8,2.5,0.2
Serie_3,0.9669195979899498,-1648.6587897523211,0.8,2.5,0.2
Serie_3,0.9689246231155779,-1650.8195398331197,0.8,2.5,0.2
Serie_3,0.970929648241206,-1653.0121610799845,0.8,2.5,0.2
Serie_3,0.9729346733668341,-1655.2380852682609,0.8,2.5,0.2
Serie_3,0.9749396984924623,-1657.4990735157892,0.8,2.5,0.2
Serie_3,0.9769447236180904,-1659.797310852033,0.8,2.5,0.2
Serie_3,0.9789497487437187,-1662.1355254168184,0.8,2.5,0.2
Serie_3,0.9809547738693467,-1664.5171287520693,0.8,2.5,0.2
Serie_3,0.9829597989949749,-1666.9463582507535,0.8,2.5,0.2
Serie_3,0.984964824120603,-1669.4283727902155,0.8,2.5,0.2
Serie_3,0.9869698492462311,-1671.9692071268887,0.8,2.5,0.2
Serie_3,0.9889748743718594,-1674.575447566005,0.8,2.5,0.2
Serie_3,0.9909798994974874,-1677.253503539323,0.8,2.5,0.2
Serie_3,0.9929849246231156,-1680.0084909040952,0.8,2.5,0.2
Serie_3,0.9949899497487438,-1682.8430176448317,0.8,2.5,0.2
Serie_3,0.9969949748743718,-1685.7563919124666,0.8,2.5,0.2
Serie_3,0.999,-1688.7446782749669,0.8,2.5,0.2
