series,beta_index,beta_value,N,rep,loglik_pf,phi_fixed,nu,c,beta_true_j
Serie_3,1,-0.5798994974874372,500,14,-2185.86772593837,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,15,-2181.5890643988487,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,16,-2183.5434575962954,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,17,-2186.7145342503145,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,18,-2187.060055933708,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,19,-2182.6691645166825,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,20,-2182.7166310281386,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,21,-2188.7388759803794,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,22,-2183.6135396465993,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,23,-2186.7592509231586,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,24,-2184.7254021027547,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,25,-2181.6435467669226,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,26,-2185.3381680045354,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,27,-2183.8966879099353,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,28,-2182.692647607175,0.8,2.5,0.2,0.4
Serie_3,1,-0.5798994974874372,500,29,-2181.662780288101,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,0,-2173.809241924405,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,1,-2175.070033952906,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,2,-2172.8614250268492,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,3,-2169.213087533271,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,4,-2174.591216259852,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,5,-2172.1786198873997,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,6,-2171.02287475506,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,7,-2173.008907506352,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,8,-2172.7550299249224,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,9,-2167.5462759352445,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,10,-2166.694737810033,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,11,-2177.3762943090114,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,12,-2173.9848034581405,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,13,-2171.704195427602,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,14,-2170.3717534911075,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,15,-2172.2920746481473,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,16,-2172.9158083948287,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,17,-2167.4960097349804,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,18,-2175.5045751811576,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,19,-2169.342498384668,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,20,-2175.16527882578,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,21,-2168.5881268102617,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,22,-2169.7318426626043,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,23,-2168.090869258008,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,24,-2171.737692322619,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,25,-2170.0771509696274,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,26,-2173.5591256491625,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,27,-2172.26247313221,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,28,-2170.2128231951383,0.8,2.5,0.2,0.4
Serie_3,1,-0.5698492462311557,500,29,-2171.5141063566807,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,0,-2159.299388754009,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,1,-2162.8290670475317,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,2,-2168.296670696629,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,3,-2157.4333728995584,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,4,-2160.4209393352144,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,5,-2156.815455516748,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,6,-2163.8509385280527,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,7,-2159.0171400008885,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,8,-2160.929621011663,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,9,-2161.260705910022,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,10,-2159.922383616075,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,11,-2159.85670974642,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,12,-2157.9012471807146,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,13,-2159.3952235078477,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,14,-2160.7184153068097,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,15,-2155.5730798762224,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,16,-2159.887511337073,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,17,-2160.511652311853,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,18,-2161.3694082254096,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,19,-2159.530542265835,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,20,-2164.596113108397,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,21,-2159.3463357549113,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,22,-2161.5033604321484,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,23,-2158.3532951899574,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,24,-2163.2545478075153,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,25,-2158.534818012683,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,26,-2161.14024348596,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,27,-2160.541275848693,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,28,-2156.630778167847,0.8,2.5,0.2,0.4
Serie_3,1,-0.5597989949748744,500,29,-2161.574516374889,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,0,-2148.6931292307277,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,1,-2150.651679788988,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,2,-2148.257235905688,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,3,-2146.8894890557613,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,4,-2147.398856581511,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,5,-2147.0399396553735,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,6,-2149.424858684192,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,7,-2154.1135323378926,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,8,-2149.2598649127754,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,9,-2146.327531752975,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,10,-2150.632330566396,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,11,-2150.491071728976,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,12,-2149.666190703151,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,13,-2147.5397658466127,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,14,-2148.304680425236,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,15,-2149.818415103976,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,16,-2152.648926821605,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,17,-2148.812272882501,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,18,-2147.1217435913536,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,19,-2145.7021242629826,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,20,-2147.988970096579,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,21,-2145.245067083614,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,22,-2147.439859058827,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,23,-2154.2732567067505,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,24,-2147.1739326961087,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,25,-2142.8584560602612,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,26,-2147.070579637654,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,27,-2146.5008697782278,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,28,-2145.6334651035986,0.8,2.5,0.2,0.4
Serie_3,1,-0.549748743718593,500,29,-2147.323266388366,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,0,-2141.293163356441,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,1,-2131.905450280188,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,2,-2136.326357518157,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,3,-2138.1859725690924,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,4,-2136.293453625044,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,5,-2135.1197161600935,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,6,-2139.636571609086,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,7,-2136.895588500667,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,8,-2133.781512215031,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,9,-2137.2661341121143,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,10,-2138.187138644298,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,11,-2136.1658378876828,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,12,-2132.6877364726124,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,13,-2135.127701841424,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,14,-2137.50865012606,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,15,-2134.426629068524,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,16,-2137.730967798768,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,17,-2134.0069429552723,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,18,-2133.022112711863,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,19,-2129.4823296356294,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,20,-2138.2223289536582,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,21,-2136.016878491812,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,22,-2140.5230800543345,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,23,-2137.740471088752,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,24,-2137.2911281963025,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,25,-2137.1336670992914,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,26,-2134.4430018228823,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,27,-2138.130199787782,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,28,-2140.9115049335596,0.8,2.5,0.2,0.4
Serie_3,1,-0.5396984924623115,500,29,-2138.0279382512217,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,0,-2120.909546183755,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,1,-2125.68533064437,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,2,-2127.5895294839315,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,3,-2121.557742422954,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,4,-2123.1672642087506,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,5,-2127.9732811371564,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,6,-2124.8217090835506,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,7,-2127.1143638361987,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,8,-2127.5800880995,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,9,-2124.794656497814,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,10,-2127.7459725688113,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,11,-2128.8994164315886,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,12,-2126.9953328822003,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,13,-2121.334603883323,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,14,-2125.6308003395,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,15,-2120.4249253726257,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,16,-2122.1822262971314,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,17,-2122.7987342639844,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,18,-2126.9297025178166,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,19,-2126.8185740907475,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,20,-2125.9378250993836,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,21,-2125.2214406755547,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,22,-2126.6338365604333,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,23,-2124.043845952468,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,24,-2130.678673643704,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,25,-2124.507369240424,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,26,-2121.9845697276623,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,27,-2122.5666253493623,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,28,-2128.571702188987,0.8,2.5,0.2,0.4
Serie_3,1,-0.5296482412060302,500,29,-2122.915361681736,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,0,-2116.590385221016,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,1,-2113.66478374963,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,2,-2108.890198648175,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,3,-2114.7846947391054,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,4,-2117.2892650968083,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,5,-2111.8349193516974,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,6,-2112.984763103151,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,7,-2113.80697582972,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,8,-2112.294168867406,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,9,-2114.6461489614385,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,10,-2115.767080893958,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,11,-2110.842873772939,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,12,-2112.7892526215105,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,13,-2110.860863888439,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,14,-2116.4089566911475,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,15,-2115.135995867499,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,16,-2115.5566735047787,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,17,-2114.7989852026053,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,18,-2117.159625944953,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,19,-2111.6739147982853,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,20,-2114.9679473496303,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,21,-2120.319923115551,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,22,-2113.0396502762137,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,23,-2109.76421989013,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,24,-2114.64826865466,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,25,-2116.82520956963,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,26,-2117.95012651248,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,27,-2116.205243635613,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,28,-2117.8934922557683,0.8,2.5,0.2,0.4
Serie_3,1,-0.5195979899497487,500,29,-2115.196036731718,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,0,-2103.125500922505,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,1,-2100.106128629026,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,2,-2101.654125987102,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,3,-2099.4342424110746,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,4,-2100.2217244987078,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,5,-2100.844801589481,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,6,-2103.5088436496317,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,7,-2100.9056944116396,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,8,-2103.1925560210802,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,9,-2104.213914968417,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,10,-2103.1618920707297,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,11,-2102.7945780016153,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,12,-2104.243771124436,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,13,-2104.6634517012058,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,14,-2102.284829023827,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,15,-2100.8098017726716,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,16,-2103.2847369042806,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,17,-2101.424032097163,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,18,-2101.749014970412,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,19,-2104.9260619913894,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,20,-2099.219691829551,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,21,-2103.9380820939937,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,22,-2102.228233654124,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,23,-2105.4499053472364,0.8,2.5,0.2,0.4
Serie_3,1,-0.5095477386934673,500,24,-2098.3178616068963,0.8,2.5,0.2,0.4
