series,beta_index,beta_value,N,rep,loglik_pf,phi_fixed,nu,c,beta_true_j
Serie_3,1,-0.20804020100502507,500,20,-1810.5213809848665,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,21,-1813.4821312036288,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,22,-1813.3584037056921,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,23,-1809.6209350466925,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,24,-1812.6442662169388,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,25,-1812.3846873678042,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,26,-1813.299418708581,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,27,-1809.5024208407394,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,28,-1813.467034660026,0.8,2.5,0.2,0.4
Serie_3,1,-0.20804020100502507,500,29,-1814.5656821563625,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,0,-1802.7181623298695,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,1,-1807.8977833931744,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,2,-1804.304934165753,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,3,-1803.8706108287927,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,4,-1803.8971450533375,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,5,-1805.0455290036741,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,6,-1802.6661484956428,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,7,-1803.7479957626995,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,8,-1803.4748368686285,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,9,-1804.1130359915785,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,10,-1804.3405735596004,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,11,-1807.0423869915114,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,12,-1804.3226369720976,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,13,-1807.152378954327,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,14,-1806.8937349731282,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,15,-1805.1546311470722,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,16,-1807.2496613982166,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,17,-1805.8773346436171,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,18,-1806.681216030052,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,19,-1802.055591231422,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,20,-1802.2023627422323,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,21,-1802.4638815672279,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,22,-1804.084072840055,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,23,-1803.8135520079397,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,24,-1804.7314083180754,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,25,-1806.1842634556251,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,26,-1804.8557281424573,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,27,-1807.8007205762376,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,28,-1803.6751688892793,0.8,2.5,0.2,0.4
Serie_3,1,-0.19798994974874368,500,29,-1804.3580659380968,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,0,-1798.4735272137984,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,1,-1795.3026489921754,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,2,-1795.1623493237444,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,3,-1795.0869526093093,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,4,-1798.6702591022952,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,5,-1794.059682233746,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,6,-1794.3901119161872,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,7,-1797.7227044020733,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,8,-1798.4827243272232,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,9,-1798.6485182432962,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,10,-1795.4341727338058,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,11,-1794.183410653514,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,12,-1798.6454637724462,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,13,-1794.506425611943,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,14,-1797.1374143263588,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,15,-1794.6936729409063,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,16,-1795.9898711534263,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,17,-1796.36273675979,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,18,-1798.642944859867,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,19,-1798.0689383462725,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,20,-1796.8559794030355,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,21,-1795.445517981411,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,22,-1796.3294771310052,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,23,-1795.1609140529324,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,24,-1794.9994314002884,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,25,-1793.3643495177485,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,26,-1799.1936687158461,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,27,-1796.1345091487685,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,28,-1796.0056529684475,0.8,2.5,0.2,0.4
Serie_3,1,-0.18793969849246228,500,29,-1795.7254776180698,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,0,-1786.823767388727,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,1,-1789.5934673397937,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,2,-1789.1265094976525,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,3,-1788.1788636410533,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,4,-1789.08199798029,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,5,-1786.9261434204805,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,6,-1788.9667338789152,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,7,-1788.4826235326611,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,8,-1788.6703730837278,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,9,-1786.673571444139,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,10,-1789.277887562421,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,11,-1787.5398130248516,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,12,-1790.780277858592,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,13,-1789.1563659824244,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,14,-1789.153598468138,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,15,-1786.9824367769547,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,16,-1790.8418397065539,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,17,-1788.6944915451045,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,18,-1792.222748028329,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,19,-1789.2172543569786,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,20,-1791.4310004312053,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,21,-1788.595272067035,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,22,-1788.415402666338,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,23,-1786.7540515572366,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,24,-1787.4176320448382,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,25,-1787.44088467566,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,26,-1788.2824602606322,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,27,-1791.5158065012433,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,28,-1790.2792988220867,0.8,2.5,0.2,0.4
Serie_3,1,-0.1778894472361809,500,29,-1787.0080438167038,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,0,-1778.8259712972383,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,1,-1781.4013093497592,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,2,-1779.3825807569883,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,3,-1783.060944027936,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,4,-1780.5081046109426,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,5,-1779.1760331761411,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,6,-1783.693874655773,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,7,-1779.149598238066,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,8,-1778.7483916833078,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,9,-1780.7791934470374,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,10,-1782.6354156209359,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,11,-1781.7390781873482,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,12,-1783.5751274219099,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,13,-1780.601885086899,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,14,-1783.0470191460217,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,15,-1779.8886309695247,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,16,-1778.3404374408085,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,17,-1781.2126210584736,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,18,-1782.8940507184348,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,19,-1780.417924977576,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,20,-1782.4811133746102,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,21,-1784.2886396845056,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,22,-1780.4156682626262,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,23,-1781.8213238879546,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,24,-1783.0048676483843,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,25,-1781.5195212107612,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,26,-1780.1510605746116,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,27,-1783.8353784829678,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,28,-1782.1932985388087,0.8,2.5,0.2,0.4
Serie_3,1,-0.1678391959798995,500,29,-1780.463752712864,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,0,-1771.8927145880218,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,1,-1772.7436143091054,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,2,-1774.1239903904382,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,3,-1775.8472606782545,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,4,-1772.8583742006745,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,5,-1774.1414726459363,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,6,-1774.6430292413932,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,7,-1774.1289004444275,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,8,-1775.279788007696,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,9,-1772.4879273522108,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,10,-1772.695700626515,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,11,-1775.2493576291322,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,12,-1774.6699221587105,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,13,-1771.5629186396477,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,14,-1772.6607580014704,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,15,-1773.0646734533093,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,16,-1776.1895727796623,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,17,-1775.0596782498008,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,18,-1774.1851207657523,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,19,-1772.9691911408825,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,20,-1772.4370823597608,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,21,-1776.0137913867395,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,22,-1773.5228834603338,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,23,-1772.7377015385377,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,24,-1774.7293323165104,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,25,-1774.1837843421317,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,26,-1772.0155483579206,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,27,-1771.9848969846212,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,28,-1771.967693085567,0.8,2.5,0.2,0.4
Serie_3,1,-0.15778894472361804,500,29,-1775.0011549230996,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,0,-1769.50776296581,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,1,-1766.5328225188366,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,2,-1764.6822086132734,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,3,-1766.911036900802,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,4,-1767.8438825459482,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,5,-1765.412914412268,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,6,-1768.0968493635246,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,7,-1765.6182049987392,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,8,-1764.5291635992169,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,9,-1765.8709786245995,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,10,-1763.306695671414,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,11,-1766.7788539621981,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,12,-1765.118936262295,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,13,-1768.227669803068,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,14,-1767.1326845303086,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,15,-1768.0958996650038,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,16,-1766.7186579012962,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,17,-1766.0720268609393,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,18,-1768.0194620517607,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,19,-1766.693914249523,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,20,-1764.9367402806022,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,21,-1765.9461434284005,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,22,-1766.1019240237529,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,23,-1765.086272355804,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,24,-1766.9927727325046,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,25,-1765.8810830494908,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,26,-1765.4070411808593,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,27,-1767.7248411382054,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,28,-1765.0391010561493,0.8,2.5,0.2,0.4
Serie_3,1,-0.14773869346733665,500,29,-1766.9670477201726,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,0,-1758.885950709814,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,1,-1759.5823408087274,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,2,-1759.2406661654888,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,3,-1760.872088978057,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,4,-1759.7526522550527,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,5,-1759.817992389269,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,6,-1757.5976050599616,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,7,-1759.5720018067486,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,8,-1758.066950932625,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,9,-1761.087960597279,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,10,-1760.0694967920736,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,11,-1758.6427402177944,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,12,-1757.8727527663032,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,13,-1760.2928183412594,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,14,-1756.6336521256908,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,15,-1758.6395307097737,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,16,-1760.0709263937454,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,17,-1755.9212334275148,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,18,-1760.7585419559375,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,19,-1758.3525780139337,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,20,-1760.8369049016956,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,21,-1759.5182201905718,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,22,-1757.6673482931583,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,23,-1760.6025103485879,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,24,-1760.9079816325352,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,25,-1759.896784233276,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,26,-1757.9977171267865,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,27,-1757.0907461133863,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,28,-1756.0632551257243,0.8,2.5,0.2,0.4
Serie_3,1,-0.13768844221105525,500,29,-1761.2587987222046,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,0,-1752.3604886822675,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,1,-1753.4082879175453,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,2,-1751.4851594374466,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,3,-1753.3771336833672,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,4,-1752.4135212722001,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,5,-1749.8891989463068,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,6,-1754.1961103684957,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,7,-1748.5053104361095,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,8,-1752.1539691158982,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,9,-1752.5073468244304,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,10,-1754.6496971592262,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,11,-1752.1470002359301,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,12,-1752.7243029497067,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,13,-1753.9632375584915,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,14,-1751.0088743802633,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,15,-1752.6149932914911,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,16,-1752.3419538243968,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,17,-1750.468216666701,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,18,-1753.1142869609841,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,19,-1751.523095342239,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,20,-1749.5307583527522,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,21,-1752.3012216771344,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,22,-1753.8025909672044,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,23,-1753.0335128374347,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,24,-1752.6102751438027,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,25,-1751.085584792613,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,26,-1750.871309810816,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,27,-1750.4984795339074,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,28,-1752.708173216682,0.8,2.5,0.2,0.4
Serie_3,1,-0.12763819095477386,500,29,-1748.5923572745014,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,0,-1744.8357588006859,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,1,-1743.5783257404112,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,2,-1745.058148767551,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,3,-1745.6658234617155,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,4,-1746.2860601712684,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,5,-1745.3191184996865,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,6,-1744.962359143533,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,7,-1745.184854198168,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,8,-1743.8005241763901,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,9,-1742.9273933292347,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,10,-1745.073880698049,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,11,-1744.885314986758,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,12,-1746.5954100334022,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,13,-1747.6645240573346,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,14,-1747.148677440326,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,15,-1744.6237695061686,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,16,-1746.1036360807832,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,17,-1745.145681048835,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,18,-1744.093641171641,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,19,-1744.7308493715445,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,20,-1745.7742878504166,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,21,-1746.0901554135537,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,22,-1745.375047452036,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,23,-1747.4699020693542,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,24,-1745.1427230873824,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,25,-1748.2358417327991,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,26,-1743.5394485404279,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,27,-1743.4294587223308,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,28,-1745.835949732579,0.8,2.5,0.2,0.4
Serie_3,1,-0.11758793969849246,500,29,-1745.6129130871032,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,0,-1738.5169667324271,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,1,-1738.6614207753448,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,2,-1737.9620824393332,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,3,-1739.943730122636,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,4,-1738.9113452241709,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,5,-1738.4698829572199,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,6,-1739.8643096948779,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,7,-1739.882232110927,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,8,-1739.6385419655444,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,9,-1736.246626680973,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,10,-1735.159451366428,0.8,2.5,0.2,0.4
Serie_3,1,-0.10753768844221101,500,11,-1734.925933887251,0.8,2.5,0.2,0.4
